,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
38801|ETV6,0.920963870411331,Homo sapiens,ETV6,tf,LoVo,None,Colon,0,ETV6
77162|ZNF205,0.921151306943008,Homo sapiens,ZNF205,tf,293T,None,None,1,ZNF205
37184|STAT4,0.921177182165993,Homo sapiens,STAT4,tf,None,Monocyte,Blood,0,STAT4
8525|HNRNPL,0.921196942267052,Homo sapiens,HNRNPL,predicted transcription factor,HeLa,Epithelium,Cervix,0,HNRNPL
72425|ORC2,0.921233507534929,Homo sapiens,ORC2,tf,K562,Erythroblast,Bone Marrow,0,ORC2
42821|DMRT2,0.921331421185552,Homo sapiens,DMRT2,tf,LoVo,None,Colon,0,DMRT2
42817|CDX1,0.921345367185343,Homo sapiens,CDX1,tf,LoVo,None,Colon,0,CDX1
42681|IRF8,0.921358617830386,Homo sapiens,IRF8,tf,LoVo,None,Colon,0,IRF8
42665|HIC2,0.921358617830386,Homo sapiens,HIC2,tf,LoVo,None,Colon,0,HIC2
42647|BHLHE41,0.921358617830386,Homo sapiens,BHLHE41,tf,LoVo,None,Colon,0,BHLHE41
42659|FOXP2,0.921359040688327,Homo sapiens,FOXP2,tf,LoVo,None,Colon,0,FOXP2
53471|SVIL,0.921359040688327,Homo sapiens,SVIL,other,SH-SY5Y,None,Bone Marrow,1,SVIL
42853|IRX2,0.921359040688327,Homo sapiens,IRX2,tf,LoVo,None,Colon,0,IRX2
74561|CHD1,0.921367076501441,Homo sapiens,CHD1,predicted chromatin regulator,None,None,Prostate,0,CHD1
77170|ZNF169,0.921392140178884,Homo sapiens,ZNF169,tf,293T,None,None,1,ZNF169
77533|H2AK119ub,0.921419444422549,Homo sapiens,H2AK119ub,,None,Fibroblast,None,1,H2AK119ub
42874|TSHZ1,0.921419529453671,Homo sapiens,TSHZ1,tf,LoVo,None,Colon,0,TSHZ1
42860|PCF11,0.921450166343408,Homo sapiens,PCF11,not sure,LoVo,None,Colon,0,PCF11
49180|EGFA-T1,0.921539686755924,Homo sapiens,EGFA-T1,other,HEK293T,Epithelium,Embryonic Kidney,0,EGFA-T1
42791|TERF2,0.921545525171889,Homo sapiens,TERF2,predicted chromatin regulator,LoVo,None,Colon,0,TERF2
65148|GLI4,0.921603276424343,Homo sapiens,GLI4,,HEK293,Epithelium,Embryonic Kidney,0,GLI4
42820|DDIT3,0.921656042913175,Homo sapiens,DDIT3,tf,LoVo,None,Colon,0,DDIT3
8784|CHD3,0.921991860233708,Homo sapiens,CHD3,cr,K562,Erythroblast,Bone Marrow,0,CHD3
45381|CHD4,0.921991860233708,Homo sapiens,CHD4,cr,K562,Erythroblast,Bone Marrow,0,CHD4
36367|LMO1,0.922029893108058,Homo sapiens,LMO1,not sure,Jurkat E6-1,T Lymphocyte,Blood,0,LMO1
53091|HOXB7,0.922086286578189,Homo sapiens,HOXB7,tf,BT-474,Epithelium,Mammary Gland,0,HOXB7
44056|ARRB1,0.92221035494506,Homo sapiens,ARRB1,tf,A549,Epithelium,Lung,0,ARRB1
42828|FOXJ2,0.922267921143557,Homo sapiens,FOXJ2,tf,LoVo,None,Colon,0,FOXJ2
45921|BRF2,0.922403379995596,Homo sapiens,BRF2,tf,K562,Erythroblast,Bone Marrow,0,BRF2
51599|STAT3,0.922474134749043,Homo sapiens,STAT3,tf,HUES64,Embryonic Stem Cell,Embryo,0,STAT3
76411|ESCO2,0.922513011531578,Homo sapiens,ESCO2,other,None,None,None,1,ESCO2
52587|WIZ,0.922534049849846,Homo sapiens,WIZ,other,HEK293T,Epithelium,Embryonic Kidney,1,WIZ
52586|ZNF644,0.922534049849846,Homo sapiens,ZNF644,predicted transcription factor,HEK293T,Epithelium,Embryonic Kidney,0,ZNF644
63011|ZNF697,0.922596689342262,Homo sapiens,ZNF697,,HEK293,Epithelium,Embryonic Kidney,1,ZNF697
5390|SP1,0.92262284907422,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,None,Colon,0,SP1
46283|MEF2A,0.922663145463201,Homo sapiens,MEF2A,tf,K562,Erythroblast,Bone Marrow,1,MEF2A
42873|TOE1,0.922774112934134,Homo sapiens,TOE1,not sure,LoVo,None,Colon,0,TOE1
42739|NR1I2,0.922943218294529,Homo sapiens,NR1I2,tf,LoVo,None,Colon,0,NR1I2
42688|LHX4,0.922986528929359,Homo sapiens,LHX4,tf,LoVo,None,Colon,1,LHX4
42682|IRX5,0.92301305555118,Homo sapiens,IRX5,tf,LoVo,None,Colon,0,IRX5
76829|PGBD5,0.923017547256732,Homo sapiens,PGBD5,other,G-401,None,Kidney,0,PGBD5
51550|SALL4,0.92303394098751,Homo sapiens,SALL4,tf,HUES64,Embryonic Stem Cell,Embryo,0,SALL4
42695|MTF1,0.92317676089339,Homo sapiens,MTF1,cr,LoVo,None,Colon,0,MTF1
43685|KDM4C,0.923218269036245,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,0,KDM4C
38717|CREM,0.923356494169828,Homo sapiens,CREM,tf,LoVo,None,Colon,1,CREM
4421|PML,0.923650858807195,Homo sapiens,PML,tf,None,Promyelocytic cell,Bone Marrow,0,PML
52109|CGGBP1,0.92389896526909,Homo sapiens,CGGBP1,tf,1064Sk,Epidermal cell,Foreskin,0,CGGBP1
1348|SMC4,0.924078019430021,Homo sapiens,SMC4,predicted chromatin regulator,HeLa,Epithelium,Cervix,0,SMC4
42885|ZNF263,0.924154841924461,Homo sapiens,ZNF263,predicted transcription factor,LoVo,None,Colon,0,ZNF263
65130|ZFP64,0.924169973660716,Homo sapiens,ZFP64,,HEK293,Epithelium,Embryonic Kidney,0,ZFP64
32947|NUP98,0.924248650257299,Homo sapiens,NUP98,other,None,Neuron,None,1,NUP98
42857|NFIB,0.92426363075734,Homo sapiens,NFIB,predicted transcription factor,LoVo,None,Colon,0,NFIB
42684|KLF13,0.924298994081221,Homo sapiens,KLF13,tf,LoVo,None,Colon,0,KLF13
58994|FUS,0.924309167641666,Homo sapiens,FUS,other,HEK293,Epithelium,Embryonic Kidney,0,FUS
63060|DPF2,0.924342316213717,Homo sapiens,DPF2,,MCF-7,Epithelium,Breast,1,DPF2
43548|C10orf12,0.924359387235958,Homo sapiens,C10orf12,not sure,HEK293T,Epithelium,Embryonic Kidney,0,C10orf12
69216|BIRA,0.924381252914448,Homo sapiens,BIRA,not sure,BJAB,GCB DLBCL cells,None,0,BIRA
65101|GTF3A,0.924427055429463,Homo sapiens,GTF3A,,HEK293,Epithelium,Embryonic Kidney,0,GTF3A
731|ZNF274,0.924565698531738,Homo sapiens,ZNF274,predicted transcription factor,GM12878,B Lymphocyte,Blood,0,ZNF274
73967|ZNF225,0.924621343034175,Homo sapiens,ZNF225,other,293T,None,None,1,ZNF225
42699|NHLH1,0.924685474999951,Homo sapiens,NHLH1,predicted transcription factor,LoVo,None,Colon,0,NHLH1
65083|ZNF582,0.924740155208687,Homo sapiens,ZNF582,,HEK293,Epithelium,Embryonic Kidney,0,ZNF582
"52213|HBG1, HBG2",0.925018079987648,Homo sapiens,"HBG1, HBG2",other,HEK293T,Epithelium,Embryonic Kidney,0,"HBG1, HBG2"
42799|RFX5,0.925087316681885,Homo sapiens,RFX5,tf,LoVo,None,Colon,0,RFX5
4516|RXRG,0.925101925599304,Homo sapiens,RXRG,tf,None,Promyelocytic cell,Bone Marrow,1,RXRG
5891|MYBL2,0.92511961309881,Homo sapiens,MYBL2,tf,HeLa,Epithelium,Cervix,0,MYBL2
67833|EBNA3A,0.92517420465989,Homo sapiens,EBNA3A,other,None,Lymphoblast,None,0,EBNA3A
70117|NEUROD1,0.9252694840563,Homo sapiens,NEUROD1,tf,NCI-H889,None,None,1,NEUROD1
42861|PLAG1,0.925381459032086,Homo sapiens,PLAG1,tf,LoVo,None,Colon,0,PLAG1
77085|ZNF567,0.92540127450436,Homo sapiens,ZNF567,tf,293T,None,None,1,ZNF567
42751|BACH1,0.925463628636951,Homo sapiens,BACH1,tf,LoVo,None,Colon,0,BACH1
77242|ZMYND11,0.925472750999141,Homo sapiens,ZMYND11,predicted chromatin regulator,DU145,Epithelium,Prostate,1,ZMYND11
65068|ZNF214,0.925621045658927,Homo sapiens,ZNF214,,HEK293,Epithelium,Embryonic Kidney,0,ZNF214
42813|BHLHE40,0.925733804393751,Homo sapiens,BHLHE40,predicted transcription factor,LoVo,None,Colon,0,BHLHE40
42881|ZBTB4,0.925771589957641,Homo sapiens,ZBTB4,tf,LoVo,None,Colon,0,ZBTB4
42644|ATF7,0.925868991685272,Homo sapiens,ATF7,tf,LoVo,None,Colon,0,ATF7
65172|ZNF22,0.925868991685272,Homo sapiens,ZNF22,,HEK293,Epithelium,Embryonic Kidney,0,ZNF22
42643|ARNTL,0.925869370548723,Homo sapiens,ARNTL,predicted transcription factor,LoVo,None,Colon,0,ARNTL
38688|NKX2-5,0.925895037725593,Homo sapiens,NKX2-5,tf,LoVo,None,Colon,0,NKX2-5
51508|KLF5,0.925913434906875,Homo sapiens,KLF5,tf,HUES64,Embryonic Stem Cell,Embryo,1,KLF5
42830|GZF1,0.925915981318766,Homo sapiens,GZF1,tf,LoVo,None,Colon,0,GZF1
42670|HOXB1,0.926070125381189,Homo sapiens,HOXB1,tf,LoVo,None,Colon,0,HOXB1
42676|HOXD9,0.926070499966344,Homo sapiens,HOXD9,tf,LoVo,None,Colon,0,HOXD9
42656|FOXF1,0.926091535627682,Homo sapiens,FOXF1,predicted transcription factor,LoVo,None,Colon,0,FOXF1
42677|ID4,0.926091535627682,Homo sapiens,ID4,predicted transcription factor,LoVo,None,Colon,0,ID4
58995|EWSR1,0.926120903594983,Homo sapiens,EWSR1,tf,HEK293,Epithelium,Embryonic Kidney,0,EWSR1
63904|ZNF438,0.926318244790067,Homo sapiens,ZNF438,,HEK293,Epithelium,Embryonic Kidney,1,ZNF438
70557|ZNF335,0.926579500245925,Homo sapiens,ZNF335,tf,Jurkat,T Lymphocyte,Blood,1,ZNF335
8813|KDM5A,0.927122623295925,Homo sapiens,KDM5A,cr,H1,Embryonic Stem Cell,Embryo,0,KDM5A
42856|NFE2L3,0.927211693456307,Homo sapiens,NFE2L3,tf,LoVo,None,Colon,0,NFE2L3
42675|HOXD4,0.927211693456307,Homo sapiens,HOXD4,tf,LoVo,None,Colon,0,HOXD4
42663|HESX1,0.927211693456307,Homo sapiens,HESX1,tf,LoVo,None,Colon,1,HESX1
42679|IRF3,0.927212056752885,Homo sapiens,IRF3,tf,LoVo,None,Colon,0,IRF3
42672|HOXB5,0.927212056752885,Homo sapiens,HOXB5,tf,LoVo,None,Colon,0,HOXB5
42855|MYBL1,0.927262097348855,Homo sapiens,MYBL1,tf,LoVo,None,Colon,0,MYBL1
76572|CENPC,0.927358848600605,Homo sapiens,CENPC,other,HeLa,Epithelium,Cervix,1,CENPC
42889|ZNF581,0.927382216902335,Homo sapiens,ZNF581,predicted transcription factor,LoVo,None,Colon,0,ZNF581
42651|EVX1,0.927391477699747,Homo sapiens,EVX1,tf,LoVo,None,Colon,0,EVX1
38733|HIF1A,0.927391477699747,Homo sapiens,HIF1A,predicted chromatin regulator,LoVo,None,Colon,0,HIF1A
42657|FOXK1,0.927391477699747,Homo sapiens,FOXK1,tf,LoVo,None,Colon,0,FOXK1
42669|HOXA11,0.927391844238118,Homo sapiens,HOXA11,tf,LoVo,None,Colon,0,HOXA11
77119|ZNF442,0.927398593840385,Homo sapiens,ZNF442,tf,293T,None,None,1,ZNF442
42871|TFCP2,0.927423827747925,Homo sapiens,TFCP2,tf,LoVo,None,Colon,0,TFCP2
42745|RELB,0.927429814755959,Homo sapiens,RELB,tf,LoVo,None,Colon,0,RELB
42808|ADNP2,0.927473776028968,Homo sapiens,ADNP2,tf,LoVo,None,Colon,1,ADNP2
42716|HES4,0.927611805692332,Homo sapiens,HES4,tf,LoVo,None,Colon,0,HES4
279|BRD7,0.927613421117374,Homo sapiens,BRD7,tf,BJ,Fibroblast,Skin,0,BRD7
56895|MAP1LC3A,0.927630197142223,Homo sapiens,MAP1LC3A,other,IMR90,Fibroblast,Lung,0,MAP1LC3A
42696|MYF6,0.927630941209294,Homo sapiens,MYF6,tf,LoVo,None,Colon,1,MYF6
38637|OTX1,0.927668192777998,Homo sapiens,OTX1,tf,LoVo,None,Colon,0,OTX1
38648|GLI1,0.927690730830694,Homo sapiens,GLI1,tf,LoVo,None,Colon,0,GLI1
42673|HOXD11,0.927722228120286,Homo sapiens,HOXD11,tf,LoVo,None,Colon,0,HOXD11
2638|EBNA1BP2,0.927727118609606,Homo sapiens,EBNA1BP2,not sure,Raji,B Lymphocyte,Blood,1,EBNA1BP2
63853|BCL3,0.927853604845744,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,0,BCL3
77050|ZNF749,0.927966746826237,Homo sapiens,ZNF749,tf,293T,None,None,1,ZNF749
58136|ARID3B,0.927976596587511,Homo sapiens,ARID3B,predicted transcription factor,OECM1,None,Head and neck,1,ARID3B
36659|YBX1,0.928000074837406,Homo sapiens,YBX1,tf,HEK293,Epithelium,Embryonic Kidney,1,YBX1
38748|PAX2,0.928124741269603,Homo sapiens,PAX2,tf,LoVo,None,Colon,0,PAX2
76675|HP1BP3,0.928321443729761,Homo sapiens,HP1BP3,other,HeLa,None,None,0,HP1BP3
76586|SIX1,0.928461047986063,Homo sapiens,SIX1,other,None,Cortex,Kidney,1,SIX1
38665|CBFB,0.928495060854352,Homo sapiens,CBFB,predicted transcription factor,LoVo,None,Colon,0,CBFB
42652|FERD3L,0.92871016217511,Homo sapiens,FERD3L,tf,LoVo,None,Colon,0,FERD3L
40156|LMO2,0.928746392429236,Homo sapiens,LMO2,not sure,Kasumi-1,Myeloblast,Blood,0,LMO2
43557|CBX7,0.928791982626585,Homo sapiens,CBX7,cr,None,Epithelium,Mammary Gland,1,CBX7
2972|ATF7IP,0.928839443627864,Homo sapiens,ATF7IP,cr,WM262,Melanocyte,Skin,1,ATF7IP
38828|BTF3,0.928928374190439,Homo sapiens,BTF3,tf,LoVo,None,Colon,0,BTF3
77151|ZNF26,0.929096622472086,Homo sapiens,ZNF26,tf,293T,None,None,1,ZNF26
54114|AGO2,0.92922021939983,Homo sapiens,AGO2,other,K562,Erythroblast,Bone Marrow,0,AGO2
73927|ZNF792,0.929226631803624,Homo sapiens,ZNF792,,293T,None,None,1,ZNF792
38745|PITX1,0.92929054265671,Homo sapiens,PITX1,tf,LoVo,None,Colon,0,PITX1
42736|NCOA3,0.929389869670956,Homo sapiens,NCOA3,cr,LoVo,None,Colon,0,NCOA3
